record_id,timestamp,wafer_id,lot_id,process_node_nm,required_time_ns,arrival_time_ns,temperature_c,leakage_power_mw,dynamic_power_mw,routing_utilization,overflow_count,defect_density,test_time_sec,test_coverage_pct,fail_rate_pct,good_chips,total_chips,center_defect_score,edge_defect_score,scratch_score,cluster_score,slack_ns,yield_pct,congestion_score
126,2026-01-01 02:06:00,WAFER_126,LOT_26,7,5.871,5.832,69.575,71.433,157.489,43.29,58,5.326,348.342,86.901,10.373,777,1000,0.119,0.292,0.327,0.783,0.039,70.32250490305823,54.238
127,2026-01-01 02:07:00,WAFER_127,LOT_27,14,3.498,9.298,41.069,67.389,126.58,86.907,7,5.507,306.677,93.546,9.509,963,1000,0.394,0.026,0.922,0.456,-5.8,92.77159245184347,59.64
128,2026-01-01 02:08:00,WAFER_128,LOT_28,2,4.246,6.887,64.856,28.557,74.854,65.956,32,1.812,301.851,93.074,8.237,776,1000,0.48,0.684,0.256,0.668,-2.641,70.0,57.271
129,2026-01-01 02:09:00,WAFER_129,LOT_29,5,8.316,7.682,68.6,88.229,31.713,44.345,34,1.029,83.296,82.987,8.157,790,1000,0.662,0.927,0.347,0.189,0.634,79.0,44.124
130,2026-01-01 02:10:00,WAFER_130,LOT_30,5,5.974,10.736,89.234,21.159,148.777,64.776,17,2.679,146.319,86.594,5.793,979,1000,0.221,0.295,0.197,0.251,-4.762,89.15798211212993,49.754
131,2026-01-01 02:11:00,WAFER_131,LOT_31,3,5.618,3.277,78.363,86.441,170.097,51.202,20,2.306,229.298,93.444,8.676,761,1000,0.868,0.66,0.537,0.635,2.341,76.1,42.281
132,2026-01-01 02:12:00,WAFER_132,LOT_32,3,2.297,7.115,64.835,33.14,76.006,49.31,63,5.246,65.019,89.021,8.248,753,1000,0.185,0.468,0.999,0.112,-4.818,70.0,60.402
133,2026-01-01 02:13:00,WAFER_133,LOT_33,5,1.628,5.511,85.726,16.715,133.869,96.294,27,1.226,211.397,90.338,5.566,993,1000,0.997,0.255,0.718,0.175,-3.883,93.772784290697,74.741
134,2026-01-01 02:14:00,WAFER_134,LOT_34,14,9.209,1.387,74.196,79.401,79.83,58.17,44,3.61,198.128,85.707,5.259,912,1000,0.557,0.919,0.471,0.318,7.822,91.2,57.61
135,2026-01-01 02:15:00,WAFER_135,LOT_35,5,4.516,1.142,74.413,5.225,95.385,37.972,19,4.29,112.769,82.676,7.694,861,1000,0.147,0.958,0.983,0.18,3.374,86.1,33.232
136,2026-01-01 02:16:00,WAFER_136,LOT_36,5,6.326,2.168,60.771,79.888,152.201,97.101,3,2.65,99.887,88.179,13.691,986,1000,0.834,0.135,0.049,0.975,4.158,98.6,64.466
137,2026-01-01 02:17:00,WAFER_137,LOT_37,7,2.138,7.361,63.11,28.608,24.182,85.87,35,1.404,118.95,94.225,4.361,840,1000,0.254,0.767,0.286,0.256,-5.223,78.44571878298045,71.566
138,2026-01-01 02:18:00,WAFER_138,LOT_38,5,6.965,6.558,64.924,84.625,100.157,51.282,76,6.096,262.043,95.721,14.403,973,1000,0.188,0.189,0.838,0.955,0.407,88.77493342889628,67.533
139,2026-01-01 02:19:00,WAFER_139,LOT_39,14,8.961,6.424,74.511,67.233,46.485,61.169,51,0.987,185.981,92.606,12.363,972,1000,0.135,0.488,0.524,0.846,2.537,97.2,62.71
140,2026-01-01 02:20:00,WAFER_140,LOT_40,14,6.105,1.312,74.857,64.956,67.767,90.187,38,2.101,185.584,89.038,4.6,983,1000,0.551,0.361,0.005,0.333,4.793,98.3,75.722
141,2026-01-01 02:21:00,WAFER_141,LOT_41,3,2.509,5.599,90.985,37.879,119.553,57.874,70,5.157,92.693,92.438,0.432,863,1000,0.879,0.244,0.457,0.549,-3.09,82.21872029533645,69.118
142,2026-01-01 02:22:00,WAFER_142,LOT_42,5,6.154,10.061,78.236,10.346,14.629,71.314,11,4.136,334.946,94.619,1.491,970,1000,0.897,0.676,0.022,0.338,-3.907,91.59313803285204,51.304
143,2026-01-01 02:23:00,WAFER_143,LOT_43,5,7.631,4.896,44.217,79.707,110.95,69.231,54,4.982,300.152,95.519,15.032,886,1000,0.786,0.855,0.573,0.703,2.735,83.7818616216367,69.3
144,2026-01-01 02:24:00,WAFER_144,LOT_44,5,4.751,7.124,76.889,20.381,58.185,60.683,47,5.509,191.63,83.691,13.756,820,1000,0.581,0.781,0.633,0.362,-2.373,77.48998262371646,60.594
145,2026-01-01 02:25:00,WAFER_145,LOT_45,2,8.539,8.642,58.05,38.503,123.812,75.928,8,6.094,76.881,96.373,6.577,761,1000,0.53,0.722,0.201,0.466,-0.103,70.0,52.953
146,2026-01-01 02:26:00,WAFER_146,LOT_46,7,6.689,8.682,63.374,59.032,34.069,65.291,11,2.106,305.88,83.136,1.237,815,1000,0.374,0.066,0.986,0.719,-1.993,74.42915946492843,47.389
147,2026-01-01 02:27:00,WAFER_147,LOT_47,5,8.694,6.089,65.066,48.403,135.088,36.359,79,3.252,379.538,97.581,13.827,897,1000,0.044,0.097,0.834,0.416,2.605,89.7,59.183
148,2026-01-01 02:28:00,WAFER_148,LOT_48,2,6.488,9.408,66.703,22.879,119.759,87.121,68,4.696,91.305,89.021,4.488,961,1000,0.837,0.465,0.464,0.689,-2.92,87.48877626866413,87.229
149,2026-01-01 02:29:00,WAFER_149,LOT_49,3,2.55,4.836,58.873,17.655,175.111,42.242,56,5.415,261.064,91.79,16.212,946,1000,0.999,0.556,0.31,0.37,-2.286,92.09547010481512,52.657
150,2026-01-01 02:30:00,WAFER_150,LOT_0,14,3.978,9.709,76.238,16.092,164.91,64.702,27,3.95,189.724,87.191,8.985,765,1000,0.921,0.723,0.012,0.399,-5.731,70.0,54.206
151,2026-01-01 02:31:00,WAFER_151,LOT_1,3,3.114,3.354,58.481,82.671,58.161,72.114,16,3.518,55.06,89.637,12.215,765,1000,0.933,0.356,0.693,0.321,-0.24,76.5,54.074
152,2026-01-01 02:32:00,WAFER_152,LOT_2,3,8.771,3.746,77.923,7.84,14.644,80.152,21,4.719,310.331,97.129,7.959,944,1000,0.333,0.023,0.263,0.989,5.025,90.10370669274286,61.549
153,2026-01-01 02:33:00,WAFER_153,LOT_3,5,7.583,1.521,98.607,92.931,121.413,61.291,34,2.629,48.459,87.293,0.665,724,1000,0.099,0.036,0.395,0.505,6.062,70.0,55.139
154,2026-01-01 02:34:00,WAFER_154,LOT_4,14,6.911,8.797,59.377,22.868,112.491,82.075,58,6.083,300.893,92.099,1.261,985,1000,0.872,0.855,0.429,0.222,-1.886,91.57463691298335,79.449
155,2026-01-01 02:35:00,WAFER_155,LOT_5,3,3.908,5.087,70.87,14.929,14.663,43.406,78,1.482,132.461,93.583,16.597,829,1000,0.764,0.129,0.854,0.567,-1.179,79.90910610806772,63.314
156,2026-01-01 02:36:00,WAFER_156,LOT_6,7,2.972,3.245,46.242,56.927,30.855,76.821,18,6.017,246.264,84.621,7.126,962,1000,0.39,0.937,0.851,0.469,-0.273,88.96069695040859,58.034
157,2026-01-01 02:37:00,WAFER_157,LOT_7,7,7.552,3.272,70.69,12.199,109.399,87.886,49,4.394,84.182,95.923,3.277,870,1000,0.834,0.333,0.776,0.779,4.28,82.61509728881144,79.176
158,2026-01-01 02:38:00,WAFER_158,LOT_8,3,5.293,9.834,81.07,59.221,165.011,91.924,25,4.104,168.359,99.883,12.301,726,1000,0.139,0.584,0.767,0.936,-4.541,70.0,71.001
159,2026-01-01 02:39:00,WAFER_159,LOT_9,7,3.306,9.172,81.927,81.556,164.105,72.092,59,3.222,61.636,84.776,15.021,996,1000,0.651,0.169,0.495,0.111,-5.866,94.29921590857643,73.41
160,2026-01-01 02:40:00,WAFER_160,LOT_10,5,6.433,6.425,74.851,9.311,35.752,55.025,43,1.095,206.921,95.745,4.685,878,1000,0.953,0.454,0.791,0.981,0.008,87.8,55.116
161,2026-01-01 02:41:00,WAFER_161,LOT_11,7,1.823,7.038,83.782,76.988,75.378,45.455,55,5.888,105.316,84.633,9.795,874,1000,0.91,0.876,0.858,0.165,-5.215,79.9194332258305,54.296
162,2026-01-01 02:42:00,WAFER_162,LOT_12,7,4.109,5.648,102.007,40.503,17.344,57.116,42,0.405,95.172,99.01,4.323,791,1000,0.761,0.984,0.498,0.273,-1.539,74.23679596928513,56.025
163,2026-01-01 02:43:00,WAFER_163,LOT_13,5,5.248,4.838,92.835,19.354,89.776,69.558,22,1.872,62.861,89.357,14.019,856,1000,0.267,0.767,0.9,0.775,0.41,79.78349051243129,55.113
164,2026-01-01 02:44:00,WAFER_164,LOT_14,3,2.684,9.972,68.252,20.849,138.024,47.565,73,0.791,326.174,99.541,1.658,858,1000,0.103,0.765,0.99,0.155,-7.288,82.13059540526746,63.767
165,2026-01-01 02:45:00,WAFER_165,LOT_15,7,9.377,2.231,58.038,87.689,144.295,95.961,21,0.771,275.808,83.216,6.458,869,1000,0.325,0.885,0.175,0.817,7.146,86.9,71.825
166,2026-01-01 02:46:00,WAFER_166,LOT_16,5,3.173,5.101,69.532,14.955,94.828,92.417,46,2.685,82.762,96.159,6.582,769,1000,0.617,0.245,0.979,0.673,-1.928,72.67471566740308,80.771
167,2026-01-01 02:47:00,WAFER_167,LOT_17,3,2.543,4.377,63.583,83.01,26.298,37.109,54,1.133,208.972,90.473,10.9,820,1000,0.317,0.736,0.246,0.805,-1.834,73.40986554755935,48.421
168,2026-01-01 02:48:00,WAFER_168,LOT_18,2,3.128,5.882,78.965,53.982,74.832,70.966,10,3.974,284.354,87.182,3.194,887,1000,0.413,0.558,0.934,0.563,-2.754,80.26693992413814,50.628
169,2026-01-01 02:49:00,WAFER_169,LOT_19,5,7.652,5.485,61.007,8.515,168.457,85.516,54,4.283,371.227,95.387,8.18,785,1000,0.404,0.262,0.851,0.984,2.167,78.5,79.885
170,2026-01-01 02:50:00,WAFER_170,LOT_20,7,4.904,6.085,73.199,46.803,49.034,50.705,25,6.004,43.829,93.372,9.474,961,1000,0.336,0.055,0.916,0.593,-1.181,87.88683660683212,44.208
171,2026-01-01 02:51:00,WAFER_171,LOT_21,2,6.023,2.371,83.218,78.57,64.358,68.529,0,2.073,164.942,98.162,15.167,866,1000,0.923,0.201,0.461,0.396,3.652,86.6,44.544
172,2026-01-01 02:52:00,WAFER_172,LOT_22,5,1.668,6.029,72.892,70.358,136.961,60.983,61,2.137,266.381,86.454,9.048,961,1000,0.32,0.65,0.151,0.966,-4.361,91.380667828007,67.089
173,2026-01-01 02:53:00,WAFER_173,LOT_23,3,1.775,3.376,63.591,48.99,134.709,47.579,20,1.713,26.247,98.821,2.416,835,1000,0.994,0.57,0.223,0.074,-1.601,81.2945724127713,39.926
174,2026-01-01 02:54:00,WAFER_174,LOT_24,7,5.067,2.806,86.923,82.404,165.074,74.343,7,5.327,117.411,93.489,1.902,991,1000,0.209,0.069,0.305,0.515,2.261,90.66665400116673,51.473
175,2026-01-01 02:55:00,WAFER_175,LOT_25,3,8.033,1.635,53.331,15.833,75.98,98.596,19,2.939,317.96,90.063,15.726,851,1000,0.873,0.562,0.25,0.632,6.398,85.1,72.637
176,2026-01-01 02:56:00,WAFER_176,LOT_26,7,8.582,8.474,70.394,86.895,97.482,58.378,44,3.779,162.295,82.951,16.658,757,1000,0.732,0.391,0.967,0.345,0.108,75.7,57.746
177,2026-01-01 02:57:00,WAFER_177,LOT_27,5,2.194,5.189,73.542,81.18,89.457,70.352,78,2.579,53.798,95.697,3.006,854,1000,0.669,0.015,0.156,0.092,-2.995,80.59473894332747,80.829
178,2026-01-01 02:58:00,WAFER_178,LOT_28,14,5.807,7.141,74.175,68.745,167.718,55.983,64,1.108,270.638,97.365,12.823,902,1000,0.445,0.909,0.686,0.41,-1.334,82.57498818876039,65.189
179,2026-01-01 02:59:00,WAFER_179,LOT_29,3,8.806,8.13,75.985,78.61,140.786,91.125,59,0.742,120.021,96.492,4.412,733,1000,0.817,0.258,0.512,0.811,0.676,70.0,85.781
180,2026-01-01 03:00:00,WAFER_180,LOT_30,5,4.604,7.657,80.715,53.943,151.345,90.335,66,5.911,300.662,95.168,14.193,923,1000,0.492,0.553,0.034,0.571,-3.053,84.04625358617051,88.418
181,2026-01-01 03:01:00,WAFER_181,LOT_31,3,8.137,5.611,73.611,65.765,32.627,46.441,55,1.842,380.07,99.352,1.823,804,1000,0.136,0.589,0.212,0.758,2.526,80.4,54.937
182,2026-01-01 03:02:00,WAFER_182,LOT_32,14,2.57,4.801,69.951,55.454,144.614,92.597,30,6.406,231.144,97.199,7.544,963,1000,0.28,0.499,0.934,0.718,-2.231,93.4814598190646,73.688
183,2026-01-01 03:03:00,WAFER_183,LOT_33,14,8.983,4.684,69.517,36.989,83.606,44.697,21,6.444,259.658,98.609,10.214,868,1000,0.182,0.24,0.817,0.287,4.299,78.99160363204977,38.503
184,2026-01-01 03:04:00,WAFER_184,LOT_34,3,7.511,7.272,67.273,56.197,13.968,41.108,61,3.283,225.762,95.076,14.522,846,1000,0.57,0.407,0.586,0.254,0.239,84.6,54.17
185,2026-01-01 03:05:00,WAFER_185,LOT_35,7,9.031,5.849,82.663,28.172,20.215,76.788,55,6.52,346.977,96.682,14.593,790,1000,0.655,0.29,0.077,0.791,3.182,70.9281551858607,74.662
186,2026-01-01 03:06:00,WAFER_186,LOT_36,7,6.913,9.321,66.888,44.625,125.244,59.698,71,0.242,116.686,87.176,3.296,804,1000,0.336,0.434,0.139,0.17,-2.408,76.36946809464591,70.754
187,2026-01-01 03:07:00,WAFER_187,LOT_37,5,4.407,9.572,83.314,30.27,73.242,68.967,7,0.669,180.618,93.973,16.448,857,1000,0.04,0.083,0.731,0.565,-5.165,79.32331007507122,47.979
188,2026-01-01 03:08:00,WAFER_188,LOT_38,5,9.005,2.671,74.209,16.06,157.58,76.765,61,1.692,378.013,85.679,10.928,996,1000,0.659,0.166,0.757,0.956,6.334,99.6,77.347
189,2026-01-01 03:09:00,WAFER_189,LOT_39,3,3.705,2.335,68.266,33.968,134.826,38.382,77,1.462,309.458,83.24,11.267,832,1000,0.062,0.138,0.958,0.525,1.37,83.2,59.598
190,2026-01-01 03:10:00,WAFER_190,LOT_40,3,4.157,7.178,80.802,81.679,13.686,53.749,23,1.755,148.034,92.369,15.135,782,1000,0.966,0.595,0.206,0.807,-3.021,75.81485826315053,45.287
191,2026-01-01 03:11:00,WAFER_191,LOT_41,14,7.106,3.952,65.998,39.297,126.771,64.498,21,3.103,353.053,96.014,5.581,808,1000,0.887,0.656,0.649,0.256,3.154,80.8,51.374
192,2026-01-01 03:12:00,WAFER_192,LOT_42,14,7.623,1.182,81.02,72.32,42.7,52.062,14,0.475,115.53,83.481,7.176,796,1000,0.831,0.914,0.431,0.058,6.441,79.6,40.14
193,2026-01-01 03:13:00,WAFER_193,LOT_43,7,8.935,9.709,76.34,20.768,81.839,38.134,27,3.799,273.672,85.245,16.748,838,1000,0.368,0.262,0.114,0.348,-0.774,83.8,36.937
194,2026-01-01 03:14:00,WAFER_194,LOT_44,5,3.138,3.224,67.44,43.198,116.205,40.547,21,2.139,402.583,83.664,0.478,948,1000,0.745,0.393,0.336,0.575,-0.086,94.8,35.806
195,2026-01-01 03:15:00,WAFER_195,LOT_45,5,7.884,10.107,79.815,15.337,158.362,86.312,30,0.533,249.884,93.352,14.768,855,1000,0.046,0.622,0.367,0.64,-2.223,81.3061140594801,69.603
196,2026-01-01 03:16:00,WAFER_196,LOT_46,7,7.408,8.031,80.012,17.476,87.537,93.329,72,5.134,339.787,83.423,14.354,842,1000,0.09,0.972,0.453,0.536,-0.623,79.59156303297135,93.064
197,2026-01-01 03:17:00,WAFER_197,LOT_47,14,2.01,8.474,86.733,60.569,147.443,44.743,61,4.461,314.172,83.67,4.609,918,1000,0.495,0.392,0.293,0.433,-6.464,89.13600167662814,56.533
198,2026-01-01 03:18:00,WAFER_198,LOT_48,14,4.598,2.974,84.628,59.673,143.104,50.953,68,5.406,366.288,86.729,14.004,749,1000,0.587,0.29,0.553,0.985,1.624,70.0,63.719
199,2026-01-01 03:19:00,WAFER_199,LOT_49,7,3.762,3.295,79.404,24.203,80.472,76.744,38,6.39,407.506,86.837,5.748,737,1000,0.767,0.388,0.606,0.689,0.467,70.0,66.984
200,2026-01-01 03:20:00,WAFER_200,LOT_0,7,3.936,6.108,61.596,47.698,95.167,96.073,39,4.004,28.927,91.979,10.767,742,1000,0.298,0.309,0.413,0.954,-2.172,70.0,79.997
201,2026-01-01 03:21:00,WAFER_201,LOT_1,3,9.364,2.687,100.934,82.698,129.082,54.174,68,5.36,31.148,82.576,7.708,757,1000,0.543,0.085,0.373,0.177,6.677,70.4103317376293,65.813
202,2026-01-01 03:22:00,WAFER_202,LOT_2,3,6.642,3.993,58.56,20.678,15.295,89.734,54,1.394,257.769,93.015,1.902,956,1000,0.063,0.346,0.656,1.0,2.649,95.6,82.627
203,2026-01-01 03:23:00,WAFER_203,LOT_3,14,7.241,4.15,84.442,6.729,161.438,67.386,70,2.82,401.698,89.37,15.242,967,1000,0.471,0.585,0.054,0.703,3.091,96.7,75.301
204,2026-01-01 03:24:00,WAFER_204,LOT_4,7,9.313,2.564,78.744,63.68,140.869,96.22,63,3.628,214.273,85.199,9.36,749,1000,0.671,0.183,0.866,0.972,6.749,72.0360044457254,90.893
205,2026-01-01 03:25:00,WAFER_205,LOT_5,2,4.518,3.011,61.084,9.815,52.401,43.721,7,3.703,355.912,93.695,8.294,838,1000,0.99,0.834,0.975,0.606,1.507,83.8,31.569
206,2026-01-01 03:26:00,WAFER_206,LOT_6,3,7.915,8.728,72.633,93.195,176.801,97.315,70,4.899,327.163,87.901,14.976,793,1000,0.768,0.735,0.055,0.154,-0.813,76.74865688143211,94.755
207,2026-01-01 03:27:00,WAFER_207,LOT_7,7,4.976,2.639,73.134,59.866,40.496,63.223,43,5.423,219.301,96.812,5.711,790,1000,0.995,0.559,0.709,0.348,2.337,71.242798348193,60.445
208,2026-01-01 03:28:00,WAFER_208,LOT_8,2,8.456,1.279,88.361,47.336,165.395,95.988,37,4.551,225.269,99.711,9.782,992,1000,0.498,0.737,0.252,0.053,7.177,93.2829983653095,79.042
209,2026-01-01 03:29:00,WAFER_209,LOT_9,3,2.945,7.168,66.154,43.699,65.16,64.356,20,0.369,194.413,95.945,15.022,932,1000,0.433,0.317,0.43,0.151,-4.223,85.95071897796677,50.831
210,2026-01-01 03:30:00,WAFER_210,LOT_10,5,9.081,10.565,71.119,56.576,139.735,68.925,3,2.421,120.879,95.3,5.96,860,1000,0.834,0.2,0.271,0.998,-1.484,83.76873483985224,46.151
211,2026-01-01 03:31:00,WAFER_211,LOT_11,7,3.25,4.246,48.303,13.156,87.584,86.506,31,3.914,363.485,88.357,13.531,957,1000,0.462,0.842,0.214,0.916,-0.996,95.7,70.179
212,2026-01-01 03:32:00,WAFER_212,LOT_12,7,4.11,2.163,93.082,88.702,135.199,81.248,54,3.478,103.828,91.569,8.841,726,1000,0.756,0.819,0.441,0.902,1.947,70.0,77.111
213,2026-01-01 03:33:00,WAFER_213,LOT_13,3,7.55,6.59,62.225,61.308,36.483,74.655,59,0.352,382.768,82.943,2.85,935,1000,0.995,0.736,0.372,0.002,0.96,93.5,75.076
214,2026-01-01 03:34:00,WAFER_214,LOT_14,7,4.65,9.882,77.596,21.558,55.816,61.687,58,6.669,163.891,95.019,0.882,787,1000,0.725,0.256,0.426,0.451,-5.232,70.37347225578246,66.197
215,2026-01-01 03:35:00,WAFER_215,LOT_15,3,6.366,8.684,72.885,55.632,26.976,85.716,66,6.504,30.599,94.083,12.409,824,1000,0.014,0.344,0.808,0.782,-2.318,75.44347233870872,85.415
216,2026-01-01 03:36:00,WAFER_216,LOT_16,5,5.057,7.101,72.922,16.993,157.074,95.687,4,5.273,87.351,86.821,4.6,754,1000,0.18,0.381,0.979,0.227,-2.044,70.0,63.997
217,2026-01-01 03:37:00,WAFER_217,LOT_17,7,7.439,4.088,82.908,6.58,60.37,35.628,71,0.424,375.13,91.561,13.904,748,1000,0.276,0.184,0.143,0.42,3.351,74.8,55.108
218,2026-01-01 03:38:00,WAFER_218,LOT_18,7,3.327,6.31,92.384,61.747,128.061,72.622,36,2.954,71.378,94.16,3.374,838,1000,0.822,0.76,0.744,0.205,-2.983,78.5023819654419,63.404
219,2026-01-01 03:39:00,WAFER_219,LOT_19,7,1.968,1.894,76.766,63.364,149.438,90.423,26,2.816,315.509,88.585,9.74,753,1000,0.932,0.185,0.549,0.693,0.074,75.3,70.475
220,2026-01-01 03:40:00,WAFER_220,LOT_20,7,3.899,7.654,81.206,57.533,163.241,76.799,12,3.817,93.125,94.988,1.77,979,1000,0.65,0.222,0.373,0.704,-3.755,90.68481988328637,55.319
221,2026-01-01 03:41:00,WAFER_221,LOT_21,5,5.294,8.106,77.618,21.513,28.071,86.253,5,0.428,219.573,96.261,12.561,851,1000,0.088,0.048,0.661,0.283,-2.812,78.39484582444663,58.314
222,2026-01-01 03:42:00,WAFER_222,LOT_22,3,2.844,10.457,85.193,59.309,161.813,92.284,64,2.91,102.083,86.001,13.064,920,1000,0.5,0.663,0.882,0.477,-7.613,89.06403056890355,88.785
223,2026-01-01 03:43:00,WAFER_223,LOT_23,5,4.338,3.552,68.908,10.086,43.533,83.061,29,5.165,153.266,87.392,15.598,832,1000,0.859,0.929,0.642,0.452,0.786,80.56207938412618,67.04
224,2026-01-01 03:44:00,WAFER_224,LOT_24,3,4.7,1.181,85.829,59.831,135.273,80.889,74,6.787,69.929,89.188,9.631,816,1000,0.362,0.484,0.704,0.778,3.519,78.36405979427522,85.878
225,2026-01-01 03:45:00,WAFER_225,LOT_25,3,1.959,6.347,86.215,54.862,133.904,96.744,51,4.069,242.401,86.219,1.988,725,1000,0.065,0.898,0.148,0.675,-4.388,70.0,85.834
226,2026-01-01 03:46:00,WAFER_226,LOT_26,14,6.166,7.927,85.908,63.973,11.446,90.276,40,6.399,166.33,95.883,14.106,748,1000,0.78,0.841,0.713,0.068,-1.761,70.0,76.679
227,2026-01-01 03:47:00,WAFER_227,LOT_27,5,8.575,8.746,66.738,85.593,47.506,87.184,79,6.79,166.194,92.236,5.473,884,1000,0.657,0.795,0.986,0.151,-0.171,79.64343948814064,92.22
228,2026-01-01 03:48:00,WAFER_228,LOT_28,14,2.714,2.899,72.148,81.532,93.624,40.53,14,2.985,35.43,88.804,15.313,756,1000,0.467,0.168,0.96,0.84,-0.185,75.6,32.644
229,2026-01-01 03:49:00,WAFER_229,LOT_29,7,6.282,3.565,76.634,93.259,81.406,50.298,4,4.564,74.451,82.288,16.628,782,1000,0.85,0.377,0.409,0.966,2.717,70.78537508813186,34.494
230,2026-01-01 03:50:00,WAFER_230,LOT_30,7,6.818,6.023,58.921,92.862,166.157,70.632,14,1.489,303.012,87.833,2.426,958,1000,0.85,0.664,0.882,0.636,0.795,95.8,52.211
231,2026-01-01 03:51:00,WAFER_231,LOT_31,5,4.855,4.24,91.544,74.509,71.156,80.412,0,3.261,136.928,96.973,1.594,969,1000,0.701,0.344,0.591,0.365,0.615,89.68319367417075,52.268
232,2026-01-01 03:52:00,WAFER_232,LOT_32,5,7.109,9.433,73.865,91.078,169.287,54.406,14,0.579,196.828,95.309,15.28,904,1000,0.942,0.711,0.118,0.221,-2.324,82.58945733416061,41.664
233,2026-01-01 03:53:00,WAFER_233,LOT_33,5,4.786,5.643,77.123,83.056,88.103,40.973,59,0.247,325.227,83.206,15.301,966,1000,0.454,0.287,0.978,0.744,-0.857,96.6,53.182
234,2026-01-01 03:54:00,WAFER_234,LOT_34,3,5.537,8.836,67.653,70.482,173.94,54.91,47,6.077,197.903,96.346,10.031,759,1000,0.729,0.393,0.613,0.638,-3.299,70.0,56.842
235,2026-01-01 03:55:00,WAFER_235,LOT_35,7,1.559,6.69,59.404,11.785,135.35,84.346,53,5.844,110.244,85.205,15.12,783,1000,0.831,0.732,0.106,0.909,-5.131,74.17198853786293,78.675
236,2026-01-01 03:56:00,WAFER_236,LOT_36,5,7.034,8.576,67.356,9.414,150.987,91.154,54,2.156,239.93,99.668,15.833,942,1000,0.636,0.118,0.572,0.903,-1.542,91.56858805660538,83.55
237,2026-01-01 03:57:00,WAFER_237,LOT_37,2,6.791,4.26,76.411,80.384,27.829,93.426,71,3.134,340.482,97.547,9.531,841,1000,0.553,0.787,0.721,0.307,2.531,76.84056244415312,92.677
238,2026-01-01 03:58:00,WAFER_238,LOT_38,7,1.807,9.148,81.408,49.069,109.644,59.247,26,3.382,259.857,98.347,11.734,850,1000,0.732,0.713,0.237,0.803,-7.341,80.0121578741132,50.211
239,2026-01-01 03:59:00,WAFER_239,LOT_39,3,4.446,3.691,75.78,78.315,34.259,58.842,29,3.565,188.072,95.773,10.508,844,1000,0.355,0.45,0.682,0.254,0.755,84.4,51.297
240,2026-01-01 04:00:00,WAFER_240,LOT_40,14,9.332,6.352,77.814,33.163,60.596,61.029,75,0.958,70.25,94.723,3.133,744,1000,0.366,0.438,0.966,0.782,2.98,74.4,73.419
241,2026-01-01 04:01:00,WAFER_241,LOT_41,14,4.866,3.097,70.293,40.788,116.006,59.052,59,5.282,119.485,86.375,7.529,755,1000,0.977,0.907,0.232,0.168,1.769,70.0,64.934
242,2026-01-01 04:02:00,WAFER_242,LOT_42,14,5.516,5.66,79.459,68.017,133.458,77.637,65,2.398,398.448,92.497,11.647,827,1000,0.119,0.716,0.491,0.348,-0.144,82.7,79.714
243,2026-01-01 04:03:00,WAFER_243,LOT_43,5,8.779,4.118,90.311,87.379,16.661,57.933,45,0.264,328.723,94.466,10.453,905,1000,0.842,0.62,0.314,0.086,4.661,81.96578928104363,57.906
244,2026-01-01 04:04:00,WAFER_244,LOT_44,2,7.238,3.614,81.753,12.899,100.26,36.302,51,4.617,55.029,87.157,3.814,822,1000,0.789,0.864,0.388,0.296,3.624,73.38138636075756,46.546
245,2026-01-01 04:05:00,WAFER_245,LOT_45,14,6.157,10.476,82.905,82.533,106.103,63.098,34,5.652,22.206,89.13,15.484,738,1000,0.054,0.332,0.837,0.318,-4.319,70.0,56.314
246,2026-01-01 04:06:00,WAFER_246,LOT_46,5,7.882,2.569,77.234,76.371,23.401,49.346,41,6.247,90.168,98.952,13.372,906,1000,0.704,0.287,0.824,0.669,5.313,84.30991393713538,50.525
247,2026-01-01 04:07:00,WAFER_247,LOT_47,14,8.415,8.716,57.465,33.399,95.117,36.844,55,4.602,397.556,89.302,1.35,953,1000,0.094,0.21,0.008,0.715,-0.301,87.93135591933348,48.699
248,2026-01-01 04:08:00,WAFER_248,LOT_48,14,5.155,10.645,62.509,36.969,131.353,65.134,44,1.341,252.016,87.645,5.981,813,1000,0.211,0.52,0.122,0.588,-5.49,77.37330118924723,62.137
249,2026-01-01 04:09:00,WAFER_249,LOT_49,14,5.301,1.195,79.004,9.182,19.049,48.181,51,4.031,355.464,83.919,16.925,950,1000,0.958,0.988,0.349,0.77,4.106,95.0,54.268
250,2026-01-01 04:10:00,WAFER_0,LOT_0,5,4.588,7.85,73.88,6.417,139.246,63.975,22,6.204,206.09,88.11,6.749,847,1000,0.362,0.928,0.303,0.452,-3.262,82.68460249014723,51.484
251,2026-01-01 04:11:00,WAFER_1,LOT_1,5,9.234,3.479,78.838,47.931,107.993,52.776,28,2.416,350.654,92.957,11.346,978,1000,0.057,0.455,0.094,0.628,5.755,97.8,46.904
252,2026-01-01 04:12:00,WAFER_2,LOT_2,14,7.077,1.397,92.441,13.599,151.649,73.637,28,6.485,33.567,84.644,1.891,961,1000,0.521,0.111,0.688,0.359,5.68,90.8730214955423,60.464
253,2026-01-01 04:13:00,WAFER_3,LOT_3,5,2.166,4.948,81.986,22.46,47.071,98.416,56,0.709,190.728,92.835,5.424,834,1000,0.206,0.875,0.643,0.521,-2.782,76.92212946862695,89.17
